FORECAST_ID,PRODUCT_NUMBER,YEAR,MONTH,EXPECTED_VOLUME
135,2022,12,152,760.0
136,2022,12,198,531.0
137,2022,12,61,240.0
138,2022,12,758,673.0
139,2022,12,239,286.0
140,2022,12,268,889.0
141,2022,12,63,790.0
142,2022,12,409,124.0
143,2022,12,119,253.0
144,2022,12,203,457.0
145,2022,12,141,213.0
146,2022,12,405,650.0
147,2022,12,247,588.0
148,2022,12,62,950.0
149,2022,12,34,924.0
150,2022,12,238,975.0
151,2022,12,60,95.0
152,2022,12,545,495.0
153,2022,12,65,355.0
154,2022,12,73,957.0
155,2022,12,24,388.0
156,2022,12,24,82.0
157,2022,12,56,811.0
158,2022,12,15,112.0
159,2022,12,17,803.0
160,2022,12,10,95.0
161,2022,12,184,651.0
162,2022,12,151,335.0
163,2022,12,44,496.0
164,2022,12,130,112.0
165,2022,12,213,283.0
166,2022,12,41,715.0
167,2022,12,336,574.0
168,2022,12,640,614.0
169,2022,12,715,307.0
170,2022,12,511,978.0
171,2022,12,259,986.0
172,2022,12,198,689.0
173,2022,12,26,820.0
174,2022,12,104,765.0
175,2022,12,70,299.0
176,2022,12,212,332.0
177,2022,12,171,208.0
178,2022,12,99,646.0
179,2022,12,177,992.0
180,2022,12,83,64.0
181,2022,12,244,328.0
182,2022,12,41,307.0
183,2022,12,413,476.0
184,2022,12,179,202.0
185,2022,12,242,284.0
186,2022,12,300,428.0
187,2022,12,165,178.0
188,2022,12,78,219.0
189,2022,12,44,253.0
190,2022,12,19,415.0
191,2022,12,258,951.0
192,2022,12,169,332.0
193,2022,12,104,257.0
194,2022,12,260,967.0
195,2022,12,133,241.0
196,2022,12,68,285.0
197,2022,12,255,144.0
198,2022,12,157,516.0
199,2022,12,475,553.0
200,2022,12,827,997.0
201,2022,12,355,408.0
202,2022,12,234,113.0
203,2022,12,451,252.0
204,2022,12,42,527.0
205,2022,12,75,130.0
206,2022,12,108,848.0
207,2022,12,1022,909.0
208,2022,12,32,755.0
209,2023,11,53,453.0
210,2023,11,35,411.0
211,2023,11,118,599.0
212,2023,11,181,803.0
213,2023,11,97,171.0
214,2023,11,487,899.0
215,2023,11,247,951.0
216,2023,11,341,74.0
217,2023,11,435,939.0
218,2023,11,584,435.0
219,2023,11,359,648.0
220,2023,11,171,437.0
221,2023,11,110,297.0
222,2023,11,365,537.0
223,2023,11,111,157.0
224,2023,11,543,960.0
225,2023,11,510,124.0
226,2023,11,566,125.0
227,2023,11,159,76.0
228,2023,11,848,123.0
229,2023,11,418,746.0
230,2023,11,173,872.0
231,2023,11,415,266.0
232,2023,11,340,175.0
233,2023,11,113,818.0
234,2023,11,248,401.0
235,2023,11,96,631.0
236,2023,11,88,484.0
237,2023,11,333,304.0
238,2023,11,615,834.0
239,2023,11,575,908.0
240,2023,11,464,624.0
241,2023,11,533,804.0
242,2023,11,177,645.0
243,2023,11,155,792.0
244,2023,11,239,998.0
245,2023,11,182,139.0
246,2023,11,464,654.0
247,2023,11,219,779.0
248,2023,11,190,904.0
249,2023,11,126,681.0
250,2023,11,394,743.0
251,2023,11,338,401.0
252,2023,11,263,270.0
253,2023,11,200,760.0
254,2023,11,382,789.0
255,2023,11,179,552.0
256,2023,11,75,293.0
257,2023,11,210,339.0
258,2023,11,181,957.0
259,2023,11,364,166.0
260,2023,11,52,99.0
261,2023,11,72,577.0
262,2023,11,62,239.0
263,2023,11,187,352.0
264,2023,11,250,81.0
265,2023,11,136,533.0
266,2023,11,127,446.0
267,2023,11,23,485.0
268,2023,11,50,130.0
269,2023,11,95,622.0
270,2023,11,97,329.0
271,2023,11,76,552.0
272,2023,11,48,816.0
273,2023,11,275,196.0
274,2023,11,172,172.0
275,2023,11,92,221.0
276,2023,11,386,311.0
277,2023,11,249,92.0
278,2023,11,94,401.0
279,2023,11,457,290.0
280,2023,11,1874,718.0
281,2023,11,542,106.0
282,2023,11,875,488.0
283,2023,11,374,725.0
284,2023,11,118,763.0
285,2023,11,170,430.0
286,2023,11,281,342.0
287,2023,11,305,165.0
288,2023,11,536,666.0
289,2023,11,220,68.0
290,2023,11,799,97.0
291,2023,11,252,544.0
292,2023,11,747,290.0
293,2023,11,167,56.0
294,2023,11,835,291.0
295,2023,11,552,890.0
296,2023,11,715,515.0
297,2023,11,173,406.0
298,2023,11,184,871.0
299,2023,11,426,387.0
300,2023,11,53,458.0
301,2023,11,124,768.0
302,2023,11,500,604.0
303,2023,11,217,760.0
304,2023,11,118,803.0
305,2023,11,213,284.0
306,2023,11,361,737.0
307,2023,11,396,332.0
308,2023,11,222,942.0
309,2023,11,373,856.0
310,2023,11,1472,962.0
311,2023,11,410,493.0
312,2023,11,954,736.0
313,2023,11,938,656.0
314,2023,11,552,92.0
315,2023,11,110,931.0
316,2023,11,79,573.0
317,2023,11,449,394.0
318,2023,11,1451,838.0
319,2023,11,349,470.0
320,2023,11,229,494.0
321,2023,11,298,146.0
322,2023,11,286,642.0
323,2023,11,394,631.0
324,2022,11,101,935.0
325,2022,11,403,457.0
326,2022,11,292,588.0
327,2022,11,91,614.0
328,2022,11,189,755.0
329,2022,11,292,572.0
330,2022,11,42,391.0
331,2022,11,45,375.0
332,2022,11,107,646.0
333,2022,11,157,390.0
334,2022,11,220,197.0
335,2022,11,500,686.0
336,2022,11,389,443.0
337,2022,11,267,253.0
338,2022,11,217,648.0
339,2022,11,231,63.0
340,2022,11,38,365.0
341,2022,11,117,910.0
342,2022,11,64,732.0
343,2022,11,283,402.0
344,2022,11,218,664.0
345,2022,11,51,632.0
346,2022,11,232,372.0
347,2022,11,285,374.0
348,2022,11,69,83.0
349,2022,11,330,94.0
350,2022,11,438,692.0
351,2022,11,615,484.0
352,2022,11,90,671.0
353,2022,11,24,844.0
354,2022,11,610,889.0
355,2022,11,371,894.0
356,2022,11,238,123.0
357,2022,11,164,618.0
358,2022,11,59,364.0
359,2022,11,42,220.0
360,2022,11,140,495.0
361,2022,11,1158,607.0
362,2022,11,76,749.0
363,2022,11,78,940.0
364,2022,11,34,641.0
365,2022,11,30,584.0
366,2022,11,94,718.0
367,2022,11,61,478.0
368,2022,11,23,400.0
369,2022,11,13,252.0
370,2022,11,98,903.0
371,2022,11,221,850.0
372,2022,11,35,102.0
373,2022,11,264,612.0
374,2022,11,214,938.0
375,2022,11,42,682.0
376,2022,11,184,923.0
377,2022,11,390,258.0
378,2022,11,338,559.0
379,2022,11,322,305.0
380,2022,11,571,681.0
381,2022,11,64,218.0
382,2022,11,45,278.0
383,2022,11,127,310.0
384,2022,11,124,621.0
385,2022,11,129,569.0
386,2022,11,170,875.0
387,2022,11,196,597.0
388,2022,11,308,934.0
389,2022,11,210,802.0
390,2022,11,357,752.0
391,2022,11,229,552.0
392,2022,11,335,773.0
393,2022,11,508,73.0
394,2022,11,571,912.0
395,2022,11,265,98.0
396,2022,11,279,340.0
397,2022,11,122,570.0
398,2022,11,52,369.0
399,2022,11,27,503.0
400,2022,11,94,482.0
401,2022,11,200,635.0
402,2022,11,151,733.0
403,2022,11,132,979.0
404,2022,11,261,305.0
405,2022,11,104,966.0
406,2022,11,266,937.0
407,2022,11,321,293.0
408,2022,11,717,735.0
409,2022,11,490,789.0
410,2022,11,282,403.0
411,2022,11,797,343.0
412,2022,11,452,540.0
413,2022,11,353,837.0
414,2022,11,228,374.0
415,2022,11,491,136.0
416,2022,11,624,674.0
417,2022,11,166,318.0
418,2023,10,211,247.0
419,2023,10,249,922.0
420,2023,10,781,892.0
421,2023,10,459,246.0
422,2023,10,205,483.0
423,2023,10,2468,741.0
424,2023,10,1966,600.0
425,2023,10,1539,849.0
426,2023,10,1459,247.0
427,2023,10,1376,822.0
428,2023,10,2335,134.0
429,2023,10,824,489.0
430,2023,10,726,897.0
431,2023,10,1305,475.0
432,2023,10,818,135.0
433,2023,10,1155,162.0
434,2023,10,1412,77.0
435,2023,10,2359,614.0
436,2023,10,912,561.0
437,2023,10,2828,996.0
438,2023,10,1515,917.0
439,2023,10,533,708.0
440,2023,10,1689,724.0
441,2023,10,1246,926.0
442,2023,10,308,501.0
443,2023,10,648,808.0
444,2023,10,337,509.0
445,2023,10,606,674.0
446,2023,10,1334,894.0
447,2023,10,3454,314.0
448,2023,10,1897,807.0
449,2023,10,2490,388.0
450,2023,10,1598,207.0
451,2023,10,980,242.0
452,2023,10,494,709.0
453,2023,10,804,857.0
454,2023,10,721,143.0
455,2023,10,1538,631.0
456,2023,10,1159,164.0
457,2023,10,859,842.0
458,2023,10,817,588.0
459,2023,10,3855,723.0
460,2023,10,914,377.0
461,2023,10,1073,780.0
462,2023,10,809,927.0
463,2023,10,1470,616.0
464,2023,10,353,526.0
465,2023,10,69,302.0
466,2023,10,499,392.0
467,2023,10,1245,508.0
468,2023,10,963,316.0
469,2023,10,60,145.0
470,2023,10,58,740.0
471,2023,10,134,585.0
472,2023,10,230,426.0
473,2023,10,1119,488.0
474,2023,10,406,311.0
475,2023,10,252,316.0
476,2023,10,165,166.0
477,2023,10,77,521.0
478,2023,10,371,772.0
479,2023,10,271,891.0
480,2023,10,132,797.0
481,2023,10,120,573.0
482,2023,10,757,677.0
483,2023,10,693,422.0
484,2023,10,258,688.0
485,2023,10,1387,870.0
486,2023,10,943,859.0
487,2023,10,142,545.0
488,2023,10,3775,940.0
489,2023,10,1664,727.0
490,2023,10,1628,53.0
491,2023,10,2056,650.0
492,2023,10,586,740.0
493,2023,10,166,349.0
494,2023,10,635,364.0
495,2023,10,1309,595.0
496,2023,10,686,341.0
497,2023,10,1329,434.0
498,2023,10,472,987.0
499,2023,10,1399,575.0
500,2023,10,950,308.0
501,2023,10,1091,383.0
502,2023,10,530,526.0
503,2023,10,3106,488.0
504,2023,10,1547,221.0
505,2023,10,1257,122.0
506,2023,10,1525,166.0
507,2023,10,659,514.0
508,2023,10,762,978.0
509,2023,10,320,428.0
510,2023,10,202,176.0
511,2023,10,1489,697.0
512,2023,10,966,598.0
513,2023,10,569,386.0
514,2023,10,813,748.0
515,2023,10,1235,461.0
516,2023,10,1519,619.0
517,2023,10,588,119.0
518,2023,10,993,555.0
519,2023,10,3408,293.0
520,2023,10,2780,576.0
521,2023,10,2246,675.0
522,2023,10,1585,882.0
523,2023,10,2636,727.0
524,2023,10,1469,258.0
525,2023,10,1090,775.0
526,2023,10,1176,981.0
527,2023,10,3001,140.0
528,2023,10,660,135.0
529,2023,10,694,64.0
530,2023,10,1006,163.0
531,2023,10,1058,781.0
532,2023,10,1593,590.0
533,2022,10,954,406.0
534,2022,10,2189,199.0
535,2022,10,1555,728.0
536,2022,10,491,936.0
537,2022,10,563,104.0
538,2022,10,625,751.0
539,2022,10,383,799.0
540,2022,10,559,85.0
541,2022,10,365,890.0
542,2022,10,191,214.0
543,2022,10,1026,392.0
544,2022,10,2368,896.0
545,2022,10,988,324.0
546,2022,10,1751,439.0
547,2022,10,1478,758.0
548,2022,10,668,956.0
549,2022,10,315,73.0
550,2022,10,441,968.0
551,2022,10,384,537.0
552,2022,10,729,321.0
553,2022,10,735,758.0
554,2022,10,453,383.0
555,2022,10,314,255.0
556,2022,10,3157,80.0
557,2022,10,821,379.0
558,2022,10,124,801.0
559,2022,10,1232,132.0
560,2022,10,536,571.0
561,2022,10,383,90.0
562,2022,10,20,725.0
563,2022,10,904,332.0
564,2022,10,841,546.0
565,2022,10,1608,484.0
566,2022,10,45,983.0
567,2022,10,337,96.0
568,2022,10,273,903.0
569,2022,10,2835,343.0
570,2022,10,124,443.0
571,2022,10,123,423.0
572,2022,10,101,467.0
573,2022,10,40,179.0
574,2022,10,152,354.0
575,2022,10,143,508.0
576,2022,10,44,788.0
577,2022,10,35,854.0
578,2022,10,258,209.0
579,2022,10,206,856.0
580,2022,10,121,715.0
581,2022,10,555,814.0
582,2022,10,290,997.0
583,2022,10,46,60.0
584,2022,10,661,216.0
585,2022,10,1399,837.0
586,2022,10,1417,454.0
587,2022,10,1059,535.0
588,2022,10,928,930.0
589,2022,10,480,174.0
590,2022,10,224,396.0
591,2022,10,377,476.0
592,2022,10,576,937.0
593,2022,10,333,276.0
594,2022,10,766,987.0
595,2022,10,484,105.0
596,2022,10,1223,737.0
597,2022,10,565,892.0
598,2022,10,1018,457.0
599,2022,10,372,891.0
600,2022,10,1533,964.0
601,2022,10,1138,127.0
602,2022,10,876,274.0
603,2022,10,593,878.0
604,2022,10,396,263.0
605,2022,10,438,962.0
606,2022,10,140,274.0
607,2022,10,157,804.0
608,2022,10,811,873.0
609,2022,10,305,353.0
610,2022,10,634,811.0
611,2022,10,462,521.0
612,2022,10,651,781.0
613,2022,10,764,597.0
614,2022,10,676,353.0
615,2022,10,968,813.0
616,2022,10,2086,233.0
617,2022,10,2068,234.0
618,2022,10,1944,786.0
619,2022,10,1294,567.0
620,2022,10,1984,481.0
621,2022,10,744,457.0
622,2022,10,821,909.0
623,2022,10,682,757.0
624,2022,10,1388,911.0
625,2022,10,519,533.0
626,2024,9,166,946.0
627,2024,9,235,657.0
628,2024,9,611,467.0
629,2024,9,174,93.0
630,2024,9,121,758.0
631,2024,9,1440,143.0
632,2024,9,959,108.0
633,2024,9,70,982.0
634,2024,9,664,687.0
635,2024,9,503,597.0
636,2024,9,598,674.0
637,2024,9,440,234.0
638,2024,9,253,406.0
639,2024,9,489,428.0
640,2024,9,185,500.0
641,2024,9,490,507.0
642,2024,9,833,275.0
643,2024,9,668,277.0
644,2024,9,902,680.0
645,2024,9,1271,692.0
646,2024,9,1011,809.0
647,2024,9,185,718.0
648,2024,9,867,465.0
649,2024,9,647,438.0
650,2024,9,53,324.0
651,2024,9,350,646.0
652,2024,9,510,54.0
653,2024,9,339,91.0
654,2024,9,399,578.0
655,2024,9,1305,668.0
656,2024,9,753,611.0
657,2024,9,1223,545.0
658,2024,9,767,250.0
659,2024,9,612,301.0
660,2024,9,130,52.0
661,2024,9,503,682.0
662,2024,9,215,459.0
663,2024,9,725,782.0
664,2024,9,333,883.0
665,2024,9,406,176.0
666,2024,9,212,500.0
667,2024,9,1774,569.0
668,2024,9,589,366.0
669,2024,9,783,681.0
670,2024,9,1057,760.0
671,2024,9,1106,965.0
672,2024,9,566,371.0
673,2024,9,99,658.0
674,2024,9,1038,653.0
675,2024,9,775,278.0
676,2024,9,999,340.0
677,2024,9,137,951.0
678,2024,9,29,374.0
679,2024,9,625,501.0
680,2024,9,241,425.0
681,2024,9,606,803.0
682,2024,9,309,778.0
683,2024,9,292,188.0
684,2024,9,128,913.0
685,2024,9,51,565.0
686,2024,9,222,357.0
687,2024,9,221,412.0
688,2024,9,78,730.0
689,2024,9,30,728.0
690,2024,9,314,862.0
691,2024,9,523,927.0
692,2024,9,238,904.0
693,2024,9,983,168.0
694,2024,9,646,269.0
695,2024,9,109,61.0
696,2024,9,811,483.0
697,2024,9,548,327.0
698,2024,9,529,974.0
699,2024,9,1049,409.0
700,2024,9,301,915.0
701,2024,9,74,299.0
702,2024,9,364,260.0
703,2024,9,344,234.0
704,2024,9,127,748.0
705,2024,9,575,404.0
706,2024,9,192,82.0
707,2024,9,855,205.0
708,2024,9,513,780.0
709,2024,9,528,285.0
710,2024,9,221,167.0
711,2024,9,1291,764.0
712,2024,9,663,980.0
713,2024,9,1092,146.0
714,2024,9,451,173.0
715,2024,9,501,681.0
716,2024,9,311,894.0
717,2024,9,88,294.0
718,2024,9,15,619.0
719,2024,9,635,961.0
720,2024,9,368,432.0
721,2024,9,199,615.0
722,2024,9,236,645.0
723,2024,9,514,257.0
724,2024,9,403,728.0
725,2024,9,427,917.0
726,2024,9,567,913.0
727,2024,9,2280,996.0
728,2024,9,1141,228.0
729,2024,9,1285,612.0
730,2024,9,751,860.0
731,2024,9,344,68.0
732,2024,9,964,939.0
733,2024,9,532,177.0
734,2024,9,356,573.0
735,2024,9,1803,777.0
736,2024,9,212,227.0
737,2024,9,318,724.0
738,2024,9,730,745.0
739,2024,9,616,533.0
740,2024,9,920,681.0
741,2023,9,98,940.0
742,2023,9,124,242.0
743,2023,9,286,327.0
744,2023,9,278,879.0
745,2023,9,90,673.0
746,2023,9,2300,921.0
747,2023,9,612,368.0
748,2023,9,300,844.0
749,2023,9,724,901.0
750,2023,9,633,604.0
751,2023,9,784,646.0
752,2023,9,289,284.0
753,2023,9,502,462.0
754,2023,9,434,426.0
755,2023,9,226,669.0
756,2023,9,729,483.0
757,2023,9,663,57.0
758,2023,9,653,581.0
759,2023,9,493,212.0
760,2023,9,1489,845.0
761,2023,9,1100,207.0
762,2023,9,365,384.0
763,2023,9,754,110.0
764,2023,9,621,600.0
765,2023,9,127,824.0
766,2023,9,227,116.0
767,2023,9,424,923.0
768,2023,9,206,452.0
769,2023,9,375,994.0
770,2023,9,953,687.0
771,2023,9,1131,530.0
772,2023,9,1110,702.0
773,2023,9,1019,912.0
774,2023,9,485,346.0
775,2023,9,245,469.0
776,2023,9,536,841.0
777,2023,9,243,913.0
778,2023,9,455,647.0
779,2023,9,376,761.0
780,2023,9,384,892.0
781,2023,9,298,647.0
782,2023,9,1695,114.0
783,2023,9,1352,751.0
784,2023,9,705,849.0
785,2023,9,1177,543.0
786,2023,9,1658,787.0
787,2023,9,660,326.0
788,2023,9,112,489.0
789,2023,9,605,934.0
790,2023,9,826,569.0
791,2023,9,933,330.0
792,2023,9,55,125.0
793,2023,9,86,991.0
794,2023,9,286,182.0
795,2023,9,256,314.0
796,2023,9,1036,429.0
797,2023,9,125,717.0
798,2023,9,196,333.0
799,2023,9,99,91.0
800,2023,9,46,453.0
801,2023,9,116,649.0
802,2023,9,124,668.0
803,2023,9,47,731.0
804,2023,9,44,256.0
805,2023,9,430,509.0
806,2023,9,361,718.0
807,2023,9,89,285.0
808,2023,9,320,345.0
809,2023,9,591,976.0
810,2023,9,44,975.0
811,2023,9,1419,786.0
812,2023,9,1010,94.0
813,2023,9,1273,478.0
814,2023,9,1125,818.0
815,2023,9,471,593.0
816,2023,9,241,558.0
817,2023,9,233,299.0
818,2023,9,347,171.0
819,2023,9,237,182.0
820,2023,9,466,117.0
821,2023,9,167,825.0
822,2023,9,857,112.0
823,2023,9,613,904.0
824,2023,9,1312,659.0
825,2023,9,330,784.0
826,2023,9,2106,166.0
827,2023,9,609,889.0
828,2023,9,1407,327.0
829,2023,9,336,530.0
830,2023,9,430,626.0
831,2023,9,142,574.0
832,2023,9,117,469.0
833,2023,9,104,104.0
834,2023,9,333,388.0
835,2023,9,368,79.0
836,2023,9,443,839.0
837,2023,9,299,253.0
838,2023,9,498,681.0
839,2023,9,509,589.0
840,2023,9,393,697.0
841,2023,9,695,774.0
842,2023,9,1842,961.0
843,2023,9,998,492.0
844,2023,9,2333,793.0
845,2023,9,966,95.0
846,2023,9,1349,962.0
847,2023,9,801,121.0
848,2023,9,329,435.0
849,2023,9,560,148.0
850,2023,9,2468,257.0
851,2023,9,474,539.0
852,2023,9,159,706.0
853,2023,9,313,419.0
854,2023,9,774,98.0
855,2023,9,433,86.0
856,2022,9,518,551.0
857,2022,9,1226,316.0
858,2022,9,641,58.0
859,2022,9,126,192.0
860,2022,9,252,638.0
861,2022,9,287,483.0
862,2022,9,65,552.0
863,2022,9,252,210.0
864,2022,9,79,830.0
865,2022,9,107,883.0
866,2022,9,498,125.0
867,2022,9,739,353.0
868,2022,9,197,857.0
869,2022,9,555,357.0
870,2022,9,438,436.0
871,2022,9,324,171.0
872,2022,9,92,657.0
873,2022,9,224,990.0
874,2022,9,165,830.0
875,2022,9,317,568.0
876,2022,9,161,98.0
877,2022,9,263,867.0
878,2022,9,178,297.0
879,2022,9,920,315.0
880,2022,9,1535,658.0
881,2022,9,1457,839.0
882,2022,9,1246,704.0
883,2022,9,1565,603.0
884,2022,9,513,416.0
885,2022,9,501,647.0
886,2022,9,1042,775.0
887,2022,9,3412,106.0
888,2022,9,2023,400.0
889,2022,9,216,734.0
890,2022,9,147,563.0
891,2022,9,292,966.0
892,2022,9,460,285.0
893,2022,9,604,223.0
894,2022,9,70,737.0
895,2022,9,105,801.0
896,2022,9,33,584.0
897,2022,9,14,302.0
898,2022,9,126,298.0
899,2022,9,89,983.0
900,2022,9,36,165.0
901,2022,9,39,364.0
902,2022,9,222,186.0
903,2022,9,123,191.0
904,2022,9,33,484.0
905,2022,9,313,664.0
906,2022,9,335,279.0
907,2022,9,29,558.0
908,2022,9,627,828.0
909,2022,9,839,181.0
910,2022,9,239,772.0
911,2022,9,188,744.0
912,2022,9,419,392.0
913,2022,9,167,813.0
914,2022,9,44,269.0
915,2022,9,103,754.0
916,2022,9,163,580.0
917,2022,9,107,679.0
918,2022,9,233,249.0
919,2022,9,90,269.0
920,2022,9,539,147.0
921,2022,9,278,397.0
922,2022,9,235,67.0
923,2022,9,108,930.0
924,2022,9,1018,273.0
925,2022,9,233,574.0
926,2022,9,233,665.0
927,2022,9,368,384.0
928,2022,9,111,555.0
929,2022,9,155,811.0
930,2022,9,46,287.0
931,2022,9,29,564.0
932,2022,9,260,663.0
933,2022,9,318,614.0
934,2022,9,292,734.0
935,2022,9,33,949.0
936,2022,9,354,929.0
937,2022,9,369,440.0
938,2022,9,182,220.0
939,2022,9,285,432.0
940,2022,9,754,204.0
941,2022,9,397,876.0
942,2022,9,484,92.0
943,2022,9,573,156.0
944,2022,9,721,995.0
945,2022,9,276,189.0
946,2022,9,114,986.0
947,2022,9,311,188.0
948,2022,9,1060,868.0
949,2022,9,194,230.0
950,2024,8,122,644.0
951,2024,8,128,50.0
952,2024,8,418,251.0
953,2024,8,196,326.0
954,2024,8,104,940.0
955,2024,8,1253,890.0
956,2024,8,715,80.0
957,2024,8,701,456.0
958,2024,8,641,238.0
959,2024,8,510,65.0
960,2024,8,533,163.0
961,2024,8,385,292.0
962,2024,8,248,898.0
963,2024,8,554,703.0
964,2024,8,251,631.0
965,2024,8,600,499.0
966,2024,8,761,729.0
967,2024,8,392,240.0
968,2024,8,606,95.0
969,2024,8,812,148.0
970,2024,8,520,374.0
971,2024,8,273,730.0
972,2024,8,1158,978.0
973,2024,8,713,425.0
974,2024,8,58,390.0
975,2024,8,212,130.0
976,2024,8,151,384.0
977,2024,8,393,87.0
978,2024,8,436,211.0
979,2024,8,1088,113.0
980,2024,8,897,444.0
981,2024,8,1008,781.0
982,2024,8,1256,541.0
983,2024,8,560,592.0
984,2024,8,101,209.0
985,2024,8,533,594.0
986,2024,8,374,231.0
987,2024,8,521,599.0
988,2024,8,441,64.0
989,2024,8,337,76.0
990,2024,8,383,264.0
991,2024,8,1043,361.0
992,2024,8,1242,665.0
993,2024,8,1797,537.0
994,2024,8,2191,80.0
995,2024,8,1730,761.0
996,2024,8,954,822.0
997,2024,8,279,670.0
998,2024,8,1271,727.0
999,2024,8,1071,228.0
1000,2024,8,2111,344.0
1001,2024,8,67,583.0
1002,2024,8,258,207.0
1003,2024,8,299,252.0
1004,2024,8,865,963.0
1005,2024,8,82,145.0
1006,2024,8,112,216.0
1007,2024,8,40,586.0
1008,2024,8,11,56.0
1009,2024,8,45,76.0
1010,2024,8,68,868.0
1011,2024,8,7,278.0
1012,2024,8,14,625.0
1013,2024,8,141,337.0
1014,2024,8,28,634.0
1015,2024,8,20,976.0
1016,2024,8,282,596.0
1017,2024,8,128,98.0
1018,2024,8,13,380.0
1019,2024,8,1065,895.0
1020,2024,8,717,723.0
1021,2024,8,1103,885.0
1022,2024,8,652,979.0
1023,2024,8,429,458.0
1024,2024,8,152,226.0
1025,2024,8,327,956.0
1026,2024,8,303,930.0
1027,2024,8,363,675.0
1028,2024,8,652,576.0
1029,2024,8,174,410.0
1030,2024,8,550,960.0
1031,2024,8,306,790.0
1032,2024,8,376,99.0
1033,2024,8,381,572.0
1034,2024,8,1999,436.0
1035,2024,8,674,432.0
1036,2024,8,570,160.0
1037,2024,8,508,718.0
1038,2024,8,253,285.0
1039,2024,8,325,960.0
1040,2024,8,79,379.0
1041,2024,8,64,404.0
1042,2024,8,733,89.0
1043,2024,8,434,309.0
1044,2024,8,382,869.0
1045,2024,8,404,443.0
1046,2024,8,374,431.0
1047,2024,8,535,314.0
1048,2024,8,315,574.0
1049,2024,8,385,160.0
1050,2024,8,786,707.0
1051,2024,8,1252,418.0
1052,2024,8,1519,104.0
1053,2024,8,562,327.0
1054,2024,8,512,437.0
